danbai,dan,danhong,hong,jiang,anhong,honghuang,qingzi,danzi,tip12Percent,left12Percent,right12Percent,both12Percent,middle12Percent,avgBrightness,peakingBrightness,brightness,id,label
59,29,12,0,0,0,0,0,0,0,0,0,0,0,122.5518785,1.457210333,1,10419,danhong
26,34,21,10,0,7,0,0,1,22,3,0,2,0,125.7471319,-1.207171947,1,10420,danhong
0,14,73,4,0,8,1,0,0,0,1,6,3,0,172.455293,0.641412467,1,10422,danhong
0,12,44,13,0,1,30,0,0,15,1,19,10,0,160.6290167,1.707687263,1,10423,danhong
13,37,29,5,0,16,0,0,0,8,0,3,2,0,158.4018027,-0.768536281,1,10427,danhong
68,27,5,0,0,0,0,0,0,0,0,0,0,0,171.837135,0.58295776,1,10428,danhong
7,87,5,0,0,1,0,0,0,0,0,0,0,0,186.9725082,2.468361669,1,10431,danhong
46,28,19,3,0,3,1,0,0,2,0,0,0,0,172.6460221,0.811930905,1,10434,danhong
3,51,39,3,0,4,0,0,0,6,0,1,1,0,165.0011452,0.51438256,1,10435,danhong
2,40,26,30,0,2,1,0,0,74,4,19,11,3,130.6722191,1.337288895,1,10436,danhong
18,31,35,10,0,4,2,0,0,11,3,0,1,0,182.4646231,0.332175908,1,10437,danhong
22,41,32,4,0,1,0,0,0,4,2,5,3,0,157.5599365,0.210763152,1,10439,danhong
0,3,65,31,0,1,0,0,0,43,11,14,12,0,178.1456499,1.562764251,1,10441,danhong
36,39,21,1,0,3,0,0,0,3,0,0,0,0,161.9035723,-0.112908528,1,10442,danhong
1,36,36,10,0,0,16,0,0,12,2,6,4,3,148.4087559,0.314480141,1,10443,danhong
40,43,3,0,0,13,0,0,0,0,0,0,0,0,119.1402198,-0.586087647,1,10446,danhong
48,43,9,0,0,1,0,0,0,0,0,0,0,0,140.1292443,1.222768634,1,10450,danhong
0,21,45,32,0,2,0,0,0,52,7,14,10,5,147.1416729,2.89898618,1,10451,danhong
0,0,95,5,0,0,0,0,0,0,0,7,4,2,202.1350176,5.923683451,2,10453,danhong
45,43,9,0,0,2,0,0,0,0,0,0,0,0,178.22161,2.278355044,1,10454,danhong
41,36,17,1,0,3,2,0,0,1,0,2,1,0,148.0228861,1.54250297,1,10455,danhong
6,18,48,22,0,2,4,0,0,33,0,16,8,13,140.4077075,-0.641156421,1,10456,danhong
79,18,2,0,0,1,0,0,0,0,0,0,0,0,144.8468835,1.088456631,1,10457,danhong
36,47,15,0,0,1,1,0,0,0,0,0,0,0,154.9144308,0.699621066,1,10458,danhong
24,33,26,7,0,11,0,0,0,32,0,0,0,0,126.0160172,-0.365158057,1,10460,danhong
52,36,11,0,0,1,0,0,0,0,0,0,0,0,152.9549224,1.325124862,1,10461,danhong
39,42,15,1,0,0,3,0,0,1,0,0,0,0,149.3430013,1.53479348,1,10462,danhong
5,18,42,29,0,6,0,0,0,34,1,24,14,8,154.4692911,-0.82626279,1,10464,danhong
18,33,31,8,0,6,4,0,0,21,0,2,1,0,126.0232442,0.156523423,1,10465,danhong
19,41,33,3,0,2,2,0,0,8,0,2,1,0,142.2789467,2.942677052,1,10466,danhong
31,36,18,7,0,8,0,0,0,22,0,0,0,0,127.0367698,-0.397350259,1,10467,danhong
43,30,5,0,0,20,1,0,0,0,0,0,0,0,145.5010764,-0.122116926,1,10469,danhong
63,28,6,0,0,2,0,0,0,0,0,0,0,0,142.8947032,-0.590720054,1,10470,danhong
40,34,12,2,0,12,0,0,0,0,1,1,1,0,139.2332936,-0.857981359,1,10471,danhong
37,44,13,2,0,5,0,0,0,4,0,0,0,0,139.0900374,-0.220499004,1,10473,danhong
19,43,20,3,0,16,0,0,0,8,1,2,1,0,132.7076514,-1.164886028,1,10474,danhong
15,33,40,5,0,2,4,0,0,13,1,1,1,1,146.5752884,-0.668957592,1,10475,danhong
13,58,21,4,0,1,4,0,0,8,2,0,1,0,155.6843295,1.323314208,1,10477,danhong
36,44,15,2,0,3,0,0,0,4,0,0,0,0,135.1985379,-0.728203491,1,10478,danhong
18,31,7,1,0,16,0,1,26,1,0,1,0,0,116.0149839,-0.669556782,1,10481,danhong
29,45,20,1,0,5,0,0,0,2,0,1,1,0,125.1013979,0.598772906,1,10482,danhong
39,39,15,1,0,6,0,0,0,2,0,0,0,0,137.6046768,0.98485071,1,10487,danhong
22,51,15,1,0,4,0,0,7,0,0,1,0,0,173.3762692,1.261707155,1,10489,danhong
0,9,58,32,0,0,1,0,0,40,0,6,3,1,194.2657722,7.395963463,1,10490,danhong
72,22,4,0,0,2,0,0,0,0,0,0,0,0,142.9346327,-0.443962457,1,10503,danhong
31,28,33,7,0,1,0,0,0,13,3,0,2,0,161.1837811,0.517622981,1,10506,danhong
49,44,2,0,0,5,0,0,0,0,0,0,0,0,156.7159496,1.079905409,1,10508,danhong
12,27,44,16,0,1,0,0,0,14,9,0,4,0,189.7894087,1.164480783,1,10509,danhong
0,21,44,11,0,22,2,0,0,14,0,6,3,1,176.3194435,0.29015071,1,1051,danhong
43,41,11,1,0,3,2,0,0,2,0,0,0,0,165.5455035,-0.190458484,1,10515,danhong
0,38,52,10,0,0,0,0,0,30,4,0,2,0,159.6997952,11.79480233,1,10516,danhong
12,31,30,14,0,3,11,0,0,18,0,22,10,1,133.474805,0.145580993,1,10518,danhong
30,33,22,10,0,0,0,0,6,10,12,0,5,0,162.3431684,-0.05153064,1,10519,danhong
9,51,22,3,0,15,1,0,0,5,0,2,1,0,176.0567013,0.436845244,1,1052,danhong
13,26,40,11,0,2,7,0,0,4,5,2,4,0,197.7595415,2.97814624,1,10527,danhong
83,12,3,0,0,1,0,0,0,0,0,0,0,0,181.7034759,0.134485114,1,10530,danhong
23,22,23,21,0,5,7,0,0,37,3,8,6,5,146.9693583,-0.285199839,1,10536,danhong
14,31,32,7,0,3,13,0,0,16,2,0,1,1,133.6855634,1.532502621,1,10538,danhong
5,60,28,3,0,3,0,0,0,0,2,1,2,0,181.0619648,2.329418752,1,10548,danhong
0,25,39,29,0,2,5,0,0,58,24,1,5,17,156.916243,0.294694683,1,10549,danhong
11,24,42,16,0,7,0,0,0,15,8,0,4,0,185.6835556,1.886068545,1,10553,danhong
39,32,11,7,0,6,4,0,0,0,17,1,8,7,132.8209204,-0.475653934,1,10558,danhong
0,3,19,11,0,2,66,0,0,13,2,7,5,0,174.3379414,0.575886154,1,10559,danhong
53,20,12,6,0,1,0,0,8,16,0,1,0,0,152.4365698,0.948613353,1,10564,danhong
65,34,1,0,0,0,0,0,0,0,0,0,0,0,182.906512,0.587947544,1,10566,danhong
47,35,17,1,0,0,0,0,0,0,0,1,1,0,167.6591571,1.212312396,1,10567,danhong
63,29,8,1,0,0,0,0,0,0,0,0,0,0,152.1012296,1.094170666,1,10568,danhong
36,30,26,8,0,0,0,0,0,9,0,3,2,0,151.7977335,1.202458662,1,10575,danhong
2,53,38,3,0,4,0,0,0,2,2,5,3,0,150.2292942,0.70933802,1,10585,danhong
9,76,13,0,0,1,0,0,0,0,0,0,0,0,169.3802291,1.860047983,1,10586,danhong
50,27,16,6,0,2,0,0,0,13,0,0,0,0,167.9894905,0.742098635,1,10587,danhong
13,42,23,1,0,3,17,0,0,0,1,1,1,0,138.3975142,0.613500029,1,10589,danhong
0,19,33,3,0,4,41,0,0,5,0,1,1,2,99.19596274,-1.088960448,0,10590,danhong
73,18,1,0,0,6,0,0,1,0,0,0,0,0,151.1309717,-0.356940338,1,10593,danhong
33,29,12,2,0,0,0,0,23,3,0,0,0,0,188.3429591,0.180203668,1,10595,danhong
0,3,63,23,0,0,11,0,0,41,13,10,11,1,178.8945515,2.575974474,1,10596,danhong
0,7,63,28,1,1,0,0,0,39,23,5,14,2,184.746745,0.672848774,1,10597,danhong
22,47,25,1,0,0,4,0,0,2,0,0,0,0,140.674789,0.767368121,1,10600,danhong
26,22,2,0,0,10,0,5,34,0,0,0,0,0,127.2784126,-0.171544128,1,10602,danhong
41,46,12,1,0,0,0,0,0,1,2,0,1,0,166.6947732,3.115620985,1,10605,danhong
7,17,45,26,0,5,0,0,0,35,0,33,17,5,148.034392,1.22231822,1,10610,danhong
0,18,55,24,1,2,0,0,0,20,2,8,5,0,184.20004,2.588843347,1,10611,danhong
6,32,42,3,0,1,17,0,0,3,0,0,0,0,175.1412325,7.211531063,1,10614,danhong
72,22,4,0,0,0,0,0,2,0,0,0,0,0,132.2747135,-0.136107391,1,10618,danhong
0,1,8,3,4,6,79,0,0,1,10,8,9,2,133.8968285,-0.282005177,1,10619,danhong
0,12,26,1,0,15,45,0,0,1,0,2,1,0,70.17726279,-0.349117146,3,10630,danhong
2,29,44,22,0,3,0,0,0,37,13,0,7,0,162.1474573,0.128660847,1,10635,danhong
39,24,5,1,0,32,0,0,0,2,0,0,0,0,138.6050686,-0.608875907,1,10637,danhong
11,23,34,19,0,13,0,0,0,35,7,14,10,4,86.58780538,0.916130928,3,10638,danhong
77,12,0,0,0,7,1,0,1,0,0,0,0,0,143.7728773,0.184772037,1,10641,danhong
23,45,31,0,0,1,1,0,0,1,0,0,0,0,157.5327919,-0.339669738,1,10642,danhong
0,0,32,16,0,0,52,0,0,44,12,2,8,5,142.3785414,3.050104343,1,10643,danhong
41,45,10,1,0,2,0,0,0,2,2,0,1,0,148.140537,1.458117446,1,10644,danhong
28,40,18,4,0,11,1,0,0,7,0,0,0,0,157.3202856,0.06082444,1,10646,danhong
8,48,36,4,0,4,0,0,0,5,8,1,4,1,155.3806843,1.615238943,1,10653,danhong
0,0,40,7,0,0,53,0,0,5,3,7,5,0,161.6884239,4.732651262,1,10663,danhong
38,31,11,7,0,6,6,0,0,0,16,1,8,7,133.9991054,-0.432240735,1,10668,danhong
42,12,1,0,0,45,0,0,0,0,0,0,0,0,115.5441127,-0.620852751,1,10673,danhong
41,11,7,1,0,11,29,0,0,0,0,0,0,0,113.0412467,-0.45366687,1,10674,danhong
9,25,39,24,0,3,0,0,0,20,23,7,15,0,166.171011,0.524126627,1,10675,danhong
50,27,5,0,0,5,0,0,14,0,0,0,0,0,123.0655685,0.429629116,1,10676,danhong
35,44,17,2,0,1,1,0,0,3,1,0,1,0,171.9701966,2.236338561,1,10678,danhong
35,41,18,5,0,1,0,0,0,17,1,0,0,0,118.0357068,2.341638146,1,10681,danhong
0,5,8,3,0,0,83,0,0,0,0,3,1,0,179.8019952,0.618604035,1,10686,danhong
0,35,41,19,0,4,1,0,0,24,9,16,13,0,135.891564,1.017128201,1,10688,danhong
5,28,33,27,1,5,0,0,0,32,16,11,14,0,168.6363368,0.200015526,1,10690,danhong
27,10,16,2,0,0,45,0,0,3,0,0,0,0,153.2608639,-0.368060575,1,10691,danhong
47,45,5,1,0,1,0,0,1,0,1,1,1,0,163.7102139,1.236705834,1,10694,danhong
75,14,3,1,0,7,0,0,0,0,0,0,0,0,153.7703603,1.258623988,1,10700,danhong
0,9,37,11,0,0,43,0,0,27,1,0,0,0,127.3632044,-0.226128904,1,10702,danhong
23,66,9,1,0,1,0,0,0,0,2,0,1,0,153.0053006,0.291103767,1,10708,danhong
1,19,76,3,0,0,0,0,0,2,0,1,1,0,203.4962142,3.502436386,2,10709,danhong
90,8,2,0,0,0,1,0,0,0,0,0,0,0,201.6868586,1.609831874,2,10711,danhong
80,15,1,0,0,0,0,0,3,0,0,0,0,0,163.7863081,0.14442635,1,10716,danhong
58,29,11,1,1,0,0,0,0,5,0,0,0,0,171.9539241,10.35411151,1,10718,danhong
35,46,16,0,0,1,2,0,0,0,0,0,0,0,155.4891357,1.180047604,1,10719,danhong
0,12,70,7,0,0,11,0,0,14,3,0,2,0,141.4676121,0.2087073,1,10723,danhong
1,24,46,28,0,1,0,0,0,71,21,2,12,16,139.0238423,1.479734614,1,10724,danhong
28,33,15,17,0,4,0,0,2,14,5,0,2,0,194.9225876,1.238577468,1,10726,danhong
3,37,37,17,0,5,0,0,0,25,5,5,5,0,171.3533154,0.587422009,1,10728,danhong
42,19,18,6,0,15,0,0,0,8,6,0,3,0,132.5839563,-0.611469741,1,10731,danhong
45,30,3,0,0,21,0,0,1,0,0,0,0,0,131.686802,0.374455424,1,10734,danhong
0,15,47,29,0,6,3,0,0,48,2,8,5,7,166.8151675,1.668750995,1,10735,danhong
0,0,24,0,0,0,75,0,0,0,0,0,0,0,192.6700323,0.787283272,1,10743,danhong
67,31,1,0,0,1,0,0,0,0,0,0,0,0,134.9212531,-0.271156462,1,10744,danhong
44,23,10,4,0,17,0,0,2,4,0,0,0,0,118.8190672,0.081977825,1,10751,danhong
0,2,38,12,1,1,47,0,0,10,21,1,7,3,187.0765804,2.854669918,1,10752,danhong
4,34,39,7,0,0,16,0,0,7,0,9,5,0,175.62395,0.425462965,1,10753,danhong
6,44,20,4,0,26,0,0,0,4,0,6,3,0,80.9482607,0.115930298,3,10758,danhong
0,2,62,10,0,4,22,0,0,8,19,3,11,0,161.4269089,0.181680503,1,10759,danhong
0,16,64,15,0,5,0,0,0,6,12,23,17,0,130.9366167,2.039035219,1,10760,danhong
38,29,1,0,0,31,0,0,0,0,0,0,0,0,132.2806226,-0.45000497,1,10774,danhong
32,24,23,21,0,0,0,0,0,52,2,11,7,1,154.7252536,0.159370348,1,10775,danhong
17,59,23,0,0,0,0,0,0,1,0,0,0,0,135.8753832,1.52004472,1,10781,danhong
68,26,5,0,0,1,0,0,0,0,0,0,0,0,143.0982631,2.010431555,1,10782,danhong
62,28,4,0,0,6,0,0,0,0,0,0,0,0,196.4923613,5.051626647,1,10784,danhong
3,49,36,2,0,5,5,0,0,1,1,2,1,0,149.5654272,2.255663865,1,10791,danhong
2,33,45,19,0,0,1,0,0,45,6,2,4,0,174.4328646,-0.522732249,1,10796,danhong
0,5,53,17,0,1,23,0,0,19,5,24,15,7,134.9694979,1.48557148,1,10800,danhong
0,20,66,9,0,0,4,0,0,22,7,2,4,0,145.4105349,2.003815538,1,10801,danhong
3,31,48,10,0,7,2,0,0,16,4,7,5,0,122.9099782,1.262679478,1,10804,danhong
63,22,7,0,0,0,8,0,0,0,0,0,0,0,146.9455782,1.630668643,1,10815,danhong
10,52,27,6,0,3,2,0,0,17,3,1,2,0,139.4381941,1.93052576,1,10817,danhong
10,42,43,4,0,1,0,0,0,10,1,1,1,2,156.2349164,1.064741824,1,10820,danhong
19,40,39,1,0,1,0,0,0,4,0,0,0,0,157.6785829,2.169438186,1,10821,danhong
0,12,30,11,0,4,43,0,0,24,5,7,6,11,135.302672,2.822297777,1,10822,danhong
22,25,16,9,0,3,24,0,0,21,2,4,3,3,136.3710698,1.139796805,1,10823,danhong
16,33,34,17,0,0,0,0,0,3,28,3,15,1,178.7787926,5.326136684,1,10828,danhong
11,39,41,8,0,2,0,0,0,6,1,10,5,3,170.1147676,0.377729619,1,10839,danhong
0,1,51,16,0,7,25,0,0,27,13,18,15,13,109.4895027,-0.138306714,1,10843,danhong
0,1,62,15,0,6,16,0,0,17,22,9,15,1,104.1659868,0.557603608,1,10844,danhong
3,46,44,2,0,0,5,0,0,5,0,1,1,0,124.3076615,2.205421251,1,10849,danhong
0,12,73,12,0,0,3,0,0,27,5,3,4,10,108.7580708,-0.600523369,1,10852,danhong
0,0,84,14,0,1,0,0,0,18,14,7,10,8,112.2186576,1.927108347,1,10857,danhong
0,11,62,19,0,7,1,0,0,33,19,2,10,5,95.01661098,0.717880381,3,10859,danhong
0,17,43,29,0,11,0,0,0,71,7,5,6,11,92.70058348,2.442967235,3,10861,danhong
0,17,57,22,0,4,0,0,0,47,14,2,9,5,92.52706145,2.377579026,3,10864,danhong
0,16,56,19,0,5,5,0,0,11,39,6,21,1,118.5654962,2.645322744,1,10865,danhong
0,19,51,28,0,1,0,0,0,34,15,22,18,2,157.1980221,3.059247799,1,10887,danhong
0,2,52,22,0,5,19,0,0,22,27,20,24,3,103.8635189,0.437809402,1,10889,danhong
0,7,40,23,0,5,26,0,0,7,30,29,29,0,109.2559177,0.840865312,1,10891,danhong
